id,drug_name,drug_id,created_at,updated_at,quantity,price,invoice_id,deleted_at,discount
2618,Cap Rezz -20,19,2019-01-07 13:53:48,2019-01-07 13:53:48,15,15.8,843,,23.5
2619,Tab  Itofix SR 150mg,15,2019-01-07 13:53:48,2019-01-07 13:53:48,15,32.5,843,,23.5
2620,Tab Scipride 50mg,27,2019-01-07 13:53:48,2019-01-07 13:53:48,15,10.5,843,,15
2621,Cap Waraxim 400mg,36,2019-01-07 14:28:45,2019-01-07 14:28:45,5,65,844,,17.55
2622,Tab Rivotril  .5mg,79,2019-01-07 14:28:45,2019-01-07 14:28:45,5,4,844,,15
2623,Tab  Lasoride,63,2019-01-07 14:28:45,2019-01-07 14:28:45,5,3.81,844,,15
2624,Tab Valtec 80mg,33,2019-01-07 14:28:45,2019-01-07 14:28:45,5,11,844,,15
2625,Cap LapraZole -30mg,6,2019-01-07 14:42:25,2019-01-07 14:42:25,2,14.71,845,,23.5
2626,Cap Colonil MR 200mg,14,2019-01-07 14:42:25,2019-01-07 14:42:25,4,24.1,845,,23.5
2627,Tab Scipride 50mg,27,2019-01-07 14:42:25,2019-01-07 14:42:25,4,10.5,845,,15
2628,Tab Cinirant 1mg,42,2019-01-07 14:42:25,2019-01-07 14:42:25,4,16.1,845,,23.5
2629,Tab Kestore 10mg,25,2019-01-07 14:45:00,2019-01-07 14:45:00,10,20.98,846,,15
2630,Tab Valtec 80mg,33,2019-01-07 14:45:00,2019-01-07 14:45:00,10,11,846,,15
2631,Tab  Paraxyl  12.5mg,69,2019-01-07 14:45:00,2019-01-07 14:45:00,5,23.33,846,,15
2632,Tab  Stevit,52,2019-01-07 14:45:00,2019-01-07 14:45:00,20,38.25,846,,15
2633,Cap Waraxim 400mg,36,2019-01-07 15:00:34,2019-01-07 15:00:34,5,65,847,,17.55
2634,Tab  Flagyl  400mg,65,2019-01-07 15:00:34,2019-01-07 15:00:34,15,1.58,847,,15
2635,Tab  NoSPA  Forte  80mg,62,2019-01-07 15:00:34,2019-01-07 15:00:34,7,13.85,847,,15
2636,Tab Rivotril  .5mg,79,2019-01-07 15:00:34,2019-01-07 15:00:34,5,4,847,,15
2637,Tab  Lasoride,63,2019-01-07 15:18:59,2019-01-07 15:18:59,20,3.81,848,,15
2638,Tab Byscard  5mg,59,2019-01-07 15:18:59,2019-01-07 15:18:59,28,13.04,848,,15
2639,Cap LapraZole -30mg,6,2019-01-07 15:29:46,2019-01-07 15:29:46,15,14.71,849,,23.5
2640,Pentoxol-M,72,2019-01-07 15:29:46,2019-01-07 15:29:46,20,4.08,849,,15
2641,Tab Cilavit D 200000 IU,8,2019-01-07 15:29:46,2019-01-07 15:29:46,2,175,849,,23.5
2642,Tab  Xibmed  60mg,151,2019-01-07 15:29:46,2019-01-07 15:29:46,30,10,849,,23.5
2643,Tab Rast 10mg,31,2019-01-07 16:18:48,2019-01-07 16:18:48,15,19,850,,15
2644,Cap   Esocue  40mg,75,2019-01-07 16:18:48,2019-01-07 16:18:48,10,19.64,850,,15
2645,Tab  NoSPA  40mg,61,2019-01-07 16:18:48,2019-01-07 16:18:48,45,7.2,850,,15
2646,Pentoxol-M,72,2019-01-07 16:18:48,2019-01-07 16:18:48,20,4.08,850,,15
2647,Tab  Modrin,68,2019-01-07 16:22:57,2019-01-07 16:22:57,7,1.79,851,,15
2648,Tab  Topagen  25mg,50,2019-01-07 16:22:57,2019-01-07 16:22:57,7,15,851,,15
2649,Tab Acetra 37.5mg/325mg,41,2019-01-07 16:22:57,2019-01-07 16:22:57,14,10,851,,23.5
2650,Tab   Ezilax,80,2019-01-07 16:22:57,2019-01-07 16:22:57,8,21.39,851,,15
2651,Tab Rivotril  .5mg,79,2019-01-07 16:22:57,2019-01-07 16:22:57,4,4,851,,15
2652,Cap Colonil MR 200mg,14,2019-01-07 16:45:12,2019-01-07 16:45:12,10,24.1,852,,23.5
2653,Tab  Flagyl  400mg,65,2019-01-07 16:45:12,2019-01-07 16:45:12,10,1.58,852,,15
2654,Pentoxol-M,72,2019-01-07 16:45:12,2019-01-07 16:45:12,10,4.08,852,,15
2655,Cap LapraZole -30mg,6,2019-01-07 16:49:43,2019-01-07 16:49:43,4,14.71,853,,23.5
2656,Tab  Modrin,68,2019-01-07 16:49:43,2019-01-07 16:49:43,20,1.79,853,,15
2657,Cap Waraxim 400mg,36,2019-01-07 16:49:43,2019-01-07 16:49:43,3,65,853,,17.55
2658,Tab Neumox,7,2019-01-07 16:49:43,2019-01-07 16:49:43,3,79.8,853,,23.5
2659,Cap Edwin D,43,2019-01-08 12:50:16,2019-01-08 12:50:16,1,230,854,,23.5
2660,CILAVIT  UC-II,157,2019-01-08 12:50:16,2019-01-13 20:20:53,20,80,854,,15
2661,Cap Rezz -20,19,2019-01-08 13:08:16,2019-01-08 13:08:16,10,15.8,855,,23.5
2662,Tab  Pepzym,76,2019-01-08 13:08:16,2019-01-08 13:08:16,20,8.83,855,,15
2663,Tab  NoSPA  40mg,61,2019-01-08 13:08:16,2019-01-08 13:08:16,20,7.2,855,,15
2664,Montiget 10mg,71,2019-01-08 13:08:16,2019-01-08 13:08:16,21,22.93,855,,15
2665,Tab Zerifax 550 mg,156,2019-01-08 13:08:16,2019-01-08 13:08:16,14,49.68,855,,15
2666,Tab Cilavit D 200000 IU,8,2019-01-08 13:08:16,2019-01-08 13:08:16,2,175,855,,23.5
2667,Tab Cilavit D 200000 IU,8,2019-01-08 13:11:40,2019-01-08 13:11:40,2,175,856,,23.5
2668,Tab  Ostin,51,2019-01-08 13:11:40,2019-01-08 13:11:40,20,37,856,,15
2669,Cap Rezz -20,19,2019-01-08 13:59:44,2019-01-08 13:59:44,15,15.8,857,,23.5
2670,Cap Colonil MR 200mg,14,2019-01-08 13:59:44,2019-01-08 13:59:44,30,24.1,857,,23.5
2671,Tab  Paromax  20mg,49,2019-01-08 13:59:44,2019-01-08 13:59:44,15,21.5,857,,15
2672,Tab Rivotril  .5mg,79,2019-01-08 13:59:44,2019-01-08 13:59:44,15,4,857,,15
2673,Tab  Ostin,51,2019-01-08 13:59:44,2019-01-08 13:59:44,20,37,857,,15
2674,Tab Scipride 50mg,27,2019-01-08 14:58:39,2019-01-08 14:58:39,60,10.5,858,,15
2675,Tab Cilavit D 200000 IU,8,2019-01-08 14:58:39,2019-01-08 14:58:39,2,175,858,,23.5
2676,Tab  Paraxyl  12.5mg,69,2019-01-08 14:58:39,2019-01-08 14:58:39,30,23.33,858,,15
2677,Cap Waraxim 400mg,36,2019-01-08 14:58:39,2019-01-08 14:58:39,5,65,858,,17.55
2678,Cap ES Novex 40mg,9,2019-01-08 14:58:39,2019-01-08 14:58:39,30,14.14,858,,23.5
2679,Cap Colonil MR 200mg,14,2019-01-08 16:07:32,2019-01-08 16:07:32,20,24.1,859,,23.5
2680,Tab  Modrin,68,2019-01-08 16:07:32,2019-01-08 16:07:32,10,1.79,859,,15
2681,Tab Scipride 50mg,27,2019-01-08 16:07:32,2019-01-08 16:07:32,12,10.5,859,,15
2682,Tab Rivotril  .5mg,79,2019-01-08 16:07:32,2019-01-08 16:07:32,4,4,859,,15
2683,Cap   Esocue  40mg,75,2019-01-08 16:26:22,2019-01-08 16:26:22,60,19.64,860,,15
2684,Tab  Modrin,68,2019-01-08 16:26:23,2019-01-08 16:26:23,60,1.79,860,,15
2685,Tab  Ostin,51,2019-01-08 16:26:23,2019-01-08 16:26:23,60,37,860,,15
2686,Tab  Stevit,52,2019-01-08 16:26:23,2019-01-08 16:26:23,60,38.25,860,,15
2687,Cap Colonil MR 200mg,14,2019-01-08 16:26:23,2019-01-08 16:26:23,60,24.1,860,,23.5
2688,Tab  Itofix SR 150mg,15,2019-01-08 16:26:23,2019-01-08 16:26:23,30,32.5,860,,23.5
2689,Tab Acetra 37.5mg/325mg,41,2019-01-08 16:26:23,2019-01-08 16:26:23,46,10,860,,23.5
2690,Tab  Xibmed  60mg,151,2019-01-08 16:26:23,2019-01-08 16:26:23,10,10,860,,23.5
2691,Tab Cilavit D 200000 IU,8,2019-01-08 16:29:42,2019-01-08 16:29:42,2,175,861,,23.5
2692,Tab  Ostin,51,2019-01-08 16:29:42,2019-01-08 16:29:42,20,37,861,,15
2693,Tab  Nutri,16,2019-01-08 16:29:42,2019-01-08 16:29:42,30,23.75,861,,23.5
2694,Cap Rezz -20,19,2019-01-08 16:29:42,2019-01-08 16:29:42,15,15.8,861,,23.5
2695,Cap LapraZole -30mg,6,2019-01-08 16:33:36,2019-01-08 16:33:36,10,14.71,862,,23.5
2696,Tab Scipride 50mg,27,2019-01-08 16:33:36,2019-01-08 16:33:36,14,10.5,862,,15
2697,Tab  Flagyl  400mg,65,2019-01-08 16:33:36,2019-01-08 16:33:36,15,1.58,862,,15
2698,Tab Famot 20,112,2019-01-08 16:35:04,2019-01-08 16:35:04,30,8.71,863,,15
2699,Tab  Pepzym,76,2019-01-08 16:35:04,2019-01-08 16:35:04,30,8.83,863,,15
2700,Cap LapraZole -30mg,6,2019-01-08 16:37:14,2019-01-08 16:37:14,15,14.71,864,,23.5
2701,Tab Acetra 37.5mg/325mg,41,2019-01-08 16:37:14,2019-01-08 16:37:14,30,10,864,,23.5
2702,Cap Colonil MR 200mg,14,2019-01-08 16:37:14,2019-01-08 16:37:14,30,24.1,864,,23.5
2703,Tab  Pepcidine  40mg,148,2019-01-08 16:37:14,2019-01-08 16:37:14,42,31.37,864,,15
2704,Tab Neumox,7,2019-01-08 16:41:32,2019-01-08 16:41:32,4,79.8,865,,23.5
2705,Cap Waraxim 400mg,36,2019-01-08 16:41:32,2019-01-08 16:41:32,4,65,865,,17.55
2706,Cap Solus 40mg,34,2019-01-08 16:41:32,2019-01-08 16:41:32,5,22,865,,17.55
2707,Tab  Stevit,52,2019-01-08 16:41:32,2019-01-08 16:41:32,20,38.25,865,,15
2708,Tab  SitaZan,149,2019-01-08 16:44:14,2019-01-08 16:44:14,30,25.71,866,,23.5
2709,Tab Amstan 5mg+160mg,22,2019-01-08 16:44:14,2019-01-08 16:44:14,15,28.57,866,,15
2710,Tab  Modrin,68,2019-01-08 16:44:14,2019-01-08 16:44:14,20,1.79,866,,15
2711,Cap   Esocue  40mg,75,2019-01-08 16:44:14,2019-01-08 16:44:14,15,19.64,866,,15
2712,Tab  Itofix SR 150mg,15,2019-01-08 16:44:14,2019-01-08 16:44:14,15,32.5,866,,23.5
2713,Tab Cilavit D 200000 IU,8,2019-01-08 16:44:14,2019-01-08 16:44:14,2,175,866,,23.5
2714,Tab  Ostin,51,2019-01-08 16:44:14,2019-01-08 16:44:14,20,37,866,,15
2715,Cap Solus 40mg,34,2019-01-09 12:53:54,2019-01-09 12:53:54,15,22,867,,17.55
2716,Cap Colonil MR 200mg,14,2019-01-09 12:53:54,2019-01-09 12:53:54,30,24.1,867,,23.5
2717,Tab  Itofix SR 150mg,15,2019-01-09 12:53:54,2019-01-09 12:53:54,15,32.5,867,,23.5
2718,Tab  Paraxyl  12.5mg,69,2019-01-09 12:53:54,2019-01-09 12:53:54,15,23.33,867,,15
2719,Montiget 10mg,71,2019-01-09 12:53:54,2019-01-09 12:53:54,30,22.93,867,,15
2720,Tab Rivotril  .5mg,79,2019-01-09 12:53:54,2019-01-09 12:53:54,4,4,867,,15
2721,Tab DIAMICRON MR 60 mg,155,2019-01-09 15:20:11,2019-01-09 15:20:11,20,17.04,868,,15
2722,Cap Edwin D,43,2019-01-09 15:20:11,2019-01-09 15:20:11,1,230,868,,23.5
2723,Cap Solus 40mg,34,2019-01-09 15:20:11,2019-01-09 15:20:11,42,22,868,,17.55
2724,Tab  Ostin,51,2019-01-09 15:20:11,2019-01-09 15:20:11,40,37,868,,15
2725,Tab Rivotril  .5mg,79,2019-01-09 15:20:11,2019-01-09 15:20:11,20,4,868,,15
2726,Tab Zerifax 550 mg,156,2019-01-09 16:12:32,2019-01-09 16:12:32,30,49.68,869,,15
2727,Tab  NoSPA  40mg,61,2019-01-09 16:12:32,2019-01-09 16:12:32,30,7.2,869,,15
2728,Tab  Oniron 8mg,17,2019-01-09 16:12:32,2019-01-09 16:12:32,30,25,869,,23.5
2729,Tab Acetra 37.5mg/325mg,41,2019-01-09 16:12:32,2019-01-09 16:12:32,10,10,869,,23.5
2730,Tab  Xibmed  60mg,151,2019-01-09 16:12:33,2019-01-09 16:12:33,10,10,869,,23.5
2731,Tab Cinirant 1mg,42,2019-01-09 16:12:33,2019-01-09 16:12:33,10,16.1,869,,23.5
2732,Laxolite Sachets,57,2019-01-09 16:12:33,2019-01-09 16:12:33,20,23.3,869,,21.8
2733,Cap Waraxim 400mg,36,2019-01-09 16:16:12,2019-01-09 16:16:12,4,65,870,,17.55
2734,Tab  NoSPA  40mg,61,2019-01-09 16:16:12,2019-01-09 16:16:12,12,7.2,870,,15
2735,Tab Famot 20,112,2019-01-09 16:16:12,2019-01-09 16:16:12,4,8.71,870,,15
2736,Tab  Panadol,78,2019-01-09 16:16:12,2019-01-09 16:16:12,30,1.25,870,,15
2737,Cap Waraxim 400mg,36,2019-01-10 12:50:38,2019-01-10 12:50:38,5,65,871,,17.55
2738,Tab Cilavit D 200000 IU,8,2019-01-10 12:50:38,2019-01-10 12:50:38,2,175,871,,23.5
2739,Tab  Xibmed  60mg,151,2019-01-10 12:50:38,2019-01-10 12:50:38,14,10,871,,23.5
2740,Cap Solus 40mg,34,2019-01-10 12:50:38,2019-01-10 12:50:38,14,22,871,,17.55
2741,Tab  Stevit,52,2019-01-10 12:50:38,2019-01-10 12:50:38,20,38.25,871,,15
2742,Tab  Paraxyl  12.5mg,69,2019-01-10 12:50:38,2019-01-10 12:50:38,12,23.33,871,,15
2743,Cap LapraZole -30mg,6,2019-01-10 14:28:30,2019-01-10 14:28:30,2,14.71,872,,23.5
2744,Cap Rezz -20,19,2019-01-10 14:28:30,2019-01-10 14:28:30,3,15.8,872,,23.5
2745,Tab Neumox,7,2019-01-10 14:28:30,2019-01-10 14:28:30,2,79.8,872,,23.5
2746,Cap  Azomox 250mg,37,2019-01-10 14:28:30,2019-01-10 14:28:30,4,33.83,872,,15
2747,Tab  Itofix SR 150mg,15,2019-01-10 14:28:30,2019-01-10 14:28:30,5,32.5,872,,23.5
2748,Tab   Ezilax,80,2019-01-10 14:28:30,2019-01-10 14:28:30,10,21.39,872,,15
2749,Tab Famot 20,112,2019-01-10 14:28:30,2019-01-10 14:28:30,20,8.71,872,,15
2750,Cap Solus 40mg,34,2019-01-10 14:28:30,2019-01-10 14:28:30,28,22,872,,17.55
2751,Tab Neumox,7,2019-01-10 15:37:59,2019-01-10 15:37:59,5,79.8,873,,23.5
2752,Syp  Laxita,54,2019-01-10 15:37:59,2019-01-10 15:37:59,1,150,873,,23.5
2753,Laxolite Sachets,57,2019-01-10 15:37:59,2019-01-10 15:37:59,6,23.3,873,,21.8
2754,Cap Rezz -20,19,2019-01-10 16:08:49,2019-01-10 16:08:49,7,15.8,874,,23.5
2755,Tab  Itofix SR 150mg,15,2019-01-10 16:08:49,2019-01-10 16:08:49,7,32.5,874,,23.5
2756,Tab Acetra 37.5mg/325mg,41,2019-01-10 16:08:49,2019-01-10 16:08:49,10,10,874,,23.5
2757,Tab  Lasoride,63,2019-01-10 16:08:49,2019-01-10 16:08:49,4,3.81,874,,15
2758,Syp LacNovex 120ml,10,2019-01-10 16:08:49,2019-01-10 16:08:49,1,148,874,,23.5
2759,Tab  Telsarta-A  5/40,39,2019-01-10 16:08:49,2019-01-10 16:08:49,7,17.86,874,,15
2760,Cap Solus 40mg,34,2019-01-11 12:54:25,2019-01-11 12:54:25,14,22,875,,17.55
2761,Tab Cilavit D 200000 IU,8,2019-01-11 12:54:25,2019-01-11 12:54:25,2,175,875,,23.5
2762,Tab  Ostin,51,2019-01-11 12:54:25,2019-01-11 12:54:25,20,37,875,,15
2763,Syp  Laxita,54,2019-01-11 12:54:25,2019-01-11 12:54:25,2,150,875,,23.5
2764,Tab  Itofix SR 150mg,15,2019-01-11 13:40:37,2019-01-11 13:40:37,8,32.5,876,,23.5
2765,Cap Rezz -20,19,2019-01-11 13:40:37,2019-01-11 13:40:37,15,15.8,876,,23.5
2766,Tab SimGesic,18,2019-01-11 13:40:37,2019-01-11 13:40:37,3,9.85,876,,23.5
2767,Tab  Paraxyl  12.5mg,69,2019-01-11 13:40:37,2019-01-11 13:40:37,3,23.33,876,,15
2768,Tab  Paromax  20mg,49,2019-01-11 14:28:04,2019-01-11 14:28:04,30,21.5,877,,15
2769,Tab  Stevit,52,2019-01-11 14:28:04,2019-01-11 14:28:04,20,38.25,877,,15
2770,Tab Acetra 37.5mg/325mg,41,2019-01-11 14:28:04,2019-01-11 14:28:04,43,10,877,,23.5
2771,Montiget 10mg,71,2019-01-11 14:28:05,2019-01-11 14:28:05,30,22.93,877,,15
2772,Cap Rezz -20,19,2019-01-11 14:28:05,2019-01-11 14:28:05,30,15.8,877,,23.5
2773,Tab Amstan 5mg+160mg,22,2019-01-11 14:30:17,2019-01-11 14:30:17,7,28.57,878,,15
2774,Tab Neumox,7,2019-01-11 14:30:17,2019-01-11 14:30:17,7,79.8,878,,23.5
2775,Cap ES Novex 40mg,9,2019-01-11 14:30:17,2019-01-11 14:30:17,7,14.14,878,,23.5
2776,Tab Cinirant 1mg,42,2019-01-11 14:30:17,2019-01-11 14:30:17,14,16.1,878,,23.5
2777,Tab  Xibmed  60mg,151,2019-01-11 14:34:49,2019-01-11 14:34:49,40,10,879,,23.5
2778,Tab  Ostin,51,2019-01-11 14:34:49,2019-01-11 14:34:49,40,37,879,,15
2779,Tab Cilavit D 200000 IU,8,2019-01-11 14:34:49,2019-01-11 14:34:49,2,175,879,,23.5
2780,Tab Famot 20,112,2019-01-11 14:34:49,2019-01-11 14:34:49,20,8.71,879,,15
2781,Cap Solus 40mg,34,2019-01-11 14:37:48,2019-01-11 14:37:48,7,22,880,,17.55
2782,Tab Scipride 50mg,27,2019-01-11 14:37:48,2019-01-11 14:37:48,7,10.5,880,,15
2783,Tab Cilavit D 200000 IU,8,2019-01-11 14:37:48,2019-01-11 14:37:48,4,175,880,,23.5
2784,Tab  Ostin,51,2019-01-11 14:37:48,2019-01-11 14:37:48,20,37,880,,15
2785,Cap Rezz -20,19,2019-01-11 14:39:49,2019-01-11 14:39:49,3,15.8,881,,23.5
2786,Tab  NoSPA  40mg,61,2019-01-11 14:39:49,2019-01-11 14:39:49,6,7.2,881,,15
2787,Tab   Ezilax,80,2019-01-11 14:39:49,2019-01-11 14:39:49,6,21.39,881,,15
2788,Tab Acetra 37.5mg/325mg,41,2019-01-11 14:39:49,2019-01-11 14:39:49,6,10,881,,23.5
2789,Tab  Lasoride,63,2019-01-11 16:18:55,2019-01-11 16:18:55,30,3.81,882,,15
2790,Tab Cilavit D 200000 IU,8,2019-01-11 16:18:55,2019-01-11 16:18:55,2,175,882,,23.5
2791,Cap  Calgae,47,2019-01-11 16:18:55,2019-01-11 16:18:55,67,34.95,882,,15
2792,Tab DIAMICRON MR 60 mg,155,2019-01-11 16:24:57,2019-01-11 16:24:57,2,17.04,883,,15
2793,Tab  SitaZan,149,2019-01-11 16:24:57,2019-01-11 16:24:57,4,25.71,883,,23.5
2794,Tab  Xibmed  60mg,151,2019-01-11 16:24:57,2019-01-11 16:24:57,4,10,883,,23.5
2795,Laxolite Sachets,57,2019-01-11 16:24:57,2019-01-11 16:24:57,8,23.3,883,,21.8
2796,Tab   Ezilax,80,2019-01-11 16:24:57,2019-01-11 16:24:57,4,21.39,883,,15
2797,Tab  Pepzym,76,2019-01-11 16:27:04,2019-01-11 16:27:04,30,8.83,884,,15
2798,Tab  Pepcidine  40mg,148,2019-01-11 16:27:04,2019-01-11 16:27:04,15,31.37,884,,15
2799,Tab  Novosil,70,2019-01-11 16:27:05,2019-01-11 16:27:05,30,20,884,,15
2800,Tab  Panadol,78,2019-01-11 16:27:05,2019-01-11 16:27:05,30,1.25,884,,15
2801,Cap Colonil MR 200mg,14,2019-01-11 16:27:55,2019-01-11 16:27:55,14,24.1,885,,23.5
2802,Cap LapraZole -30mg,6,2019-01-11 16:27:55,2019-01-11 16:27:55,2,14.71,885,,23.5
2803,Tab  Pepzym,76,2019-01-11 16:29:14,2019-01-11 16:29:14,14,8.83,886,,15
2804,Cap Colonil MR 200mg,14,2019-01-11 16:29:14,2019-01-11 16:29:14,13,24.1,886,,23.5
2805,Tab Scipride 50mg,27,2019-01-11 16:29:14,2019-01-11 16:29:14,7,10.5,886,,15
2806,Tab Acetra 37.5mg/325mg,41,2019-01-11 16:30:54,2019-01-11 16:30:54,30,10,887,,23.5
2807,Tab Cilavit D 200000 IU,8,2019-01-11 16:30:54,2019-01-11 16:30:54,2,175,887,,23.5
2808,Tab  Stevit,52,2019-01-11 16:30:54,2019-01-11 16:30:54,20,38.25,887,,15
2809,Tab Scipride 50mg,27,2019-01-11 16:30:54,2019-01-11 16:30:54,30,10.5,887,,15
2810,Tab SimGesic,18,2019-01-11 16:30:54,2019-01-11 16:30:54,10,9.85,887,,23.5
2811,Tab  Pepcidine  40mg,148,2019-01-11 16:32:53,2019-01-11 16:32:53,3,31.37,888,,15
2812,Tab  Itofix SR 150mg,15,2019-01-11 16:32:53,2019-01-11 16:32:53,3,32.5,888,,23.5
2813,Tab  NoSPA  40mg,61,2019-01-11 16:32:53,2019-01-11 16:32:53,6,7.2,888,,15
2814,Cap Rezz -20,19,2019-01-11 16:34:41,2019-01-11 16:34:41,30,15.8,889,,23.5
2815,Cap Colonil MR 200mg,14,2019-01-11 16:34:41,2019-01-11 16:34:41,60,24.1,889,,23.5
2816,Tab  Pepzym,76,2019-01-11 16:34:41,2019-01-11 16:34:41,60,8.83,889,,15
2817,Tab  Modrin,68,2019-01-11 16:34:41,2019-01-11 16:34:41,30,1.79,889,,15
2818,Tab  DioPlus  5/160mg,114,2019-01-11 16:34:41,2019-01-11 16:34:41,14,26.62,889,,15
2819,Tab Famot 20,112,2019-01-11 16:35:41,2019-01-11 16:35:41,10,8.71,890,,15
2820,Tab Scipride 50mg,27,2019-01-11 16:35:41,2019-01-11 16:35:41,10,10.5,890,,15
2821,Tab  Oniron 8mg,17,2019-01-11 16:35:41,2019-01-11 16:35:41,20,25,890,,23.5
2822,Tab Cilavit D 200000 IU,8,2019-01-14 13:10:17,2019-01-14 13:10:17,2,175,891,,23.5
2823,CILAVIT  UC-II,157,2019-01-14 13:10:17,2019-01-14 13:10:17,40,80,891,,15
2824,Tab  SitaZan,149,2019-01-14 13:11:48,2019-01-14 13:11:48,60,25.71,892,,23.5
2825,Tab  Anafer,158,2019-01-14 13:11:49,2019-01-14 13:11:49,60,19.75,892,,15
2826,Tab Cilavit D 200000 IU,8,2019-01-14 13:11:49,2019-01-14 13:11:49,2,175,892,,23.5
2827,Tab  Ostin,51,2019-01-14 13:11:49,2019-01-14 13:11:49,20,37,892,,15
2828,Cap Rezz -20,19,2019-01-14 13:24:48,2019-01-14 13:24:48,14,15.8,893,,23.5
2829,Tab  Itofix SR 150mg,15,2019-01-14 13:24:49,2019-01-14 13:24:49,14,32.5,893,,23.5
2830,Cap Colonil MR 200mg,14,2019-01-14 13:24:49,2019-01-14 13:24:49,28,24.1,893,,23.5
2831,Tab  Paraxyl  12.5mg,69,2019-01-14 13:24:49,2019-01-14 13:24:49,14,23.33,893,,15
2832,Tab Rivotril  .5mg,79,2019-01-14 13:24:49,2019-01-14 13:24:49,14,4,893,,15
2833,Cap Rezz -20,19,2019-01-14 14:34:48,2019-01-14 14:34:48,15,15.8,894,,23.5
2834,Tab  Oniron 8mg,17,2019-01-14 14:34:48,2019-01-14 14:34:48,45,25,894,,23.5
2835,Tab Acetra 37.5mg/325mg,41,2019-01-14 14:34:48,2019-01-14 14:34:48,30,10,894,,23.5
2836,Tab Rivotril  .5mg,79,2019-01-14 14:34:48,2019-01-14 14:34:48,15,4,894,,15
2837,Tab  Panadol,78,2019-01-14 14:34:48,2019-01-14 14:34:48,30,1.25,894,,15
2838,Tab   Ezilax,80,2019-01-14 14:44:05,2019-01-14 14:44:05,14,21.39,895,,15
2839,Tab  Oniron 8mg,17,2019-01-14 14:44:05,2019-01-14 14:44:05,14,25,895,,23.5
2840,Cap LapraZole -30mg,6,2019-01-14 14:44:05,2019-01-14 14:44:05,7,14.71,895,,23.5
2841,Tab  Telsarta-A  5/80,40,2019-01-14 14:44:05,2019-01-14 14:44:05,7,27.14,895,,15
2842,Tab Cilavit D 200000 IU,8,2019-01-14 15:06:14,2019-01-14 15:06:14,4,175,896,,23.5
2843,Tab  Ostin,51,2019-01-14 15:06:14,2019-01-14 15:06:14,80,37,896,,15
2844,Tab  Omni,48,2019-01-14 15:06:14,2019-01-14 15:06:14,30,29.95,896,,15
2845,Cap ES Novex 40mg,9,2019-01-14 15:43:32,2019-01-14 15:43:32,7,14.14,897,,23.5
2846,Tab  Xibmed  60mg,151,2019-01-14 15:43:32,2019-01-14 15:43:32,14,10,897,,23.5
2847,Tab Cinirant 1mg,42,2019-01-14 15:43:32,2019-01-14 15:43:32,14,16.1,897,,23.5
2848,Tab  Modrin,68,2019-01-14 15:43:32,2019-01-14 15:43:32,7,1.79,897,,15
2849,Tab  Ostin,51,2019-01-14 15:51:00,2019-01-14 15:51:00,20,37,898,,15
2850,Tab Neumox,7,2019-01-14 15:51:00,2019-01-14 15:51:00,5,79.8,898,,23.5
2851,Tab  D-Cal  Z,147,2019-01-14 15:51:00,2019-01-14 15:51:00,10,25,898,,23.5
2852,Pentoxol-M,72,2019-01-14 15:51:00,2019-01-14 15:51:00,10,4.08,898,,15
2853,Tab Amstan 5mg+80mg,24,2019-01-14 15:51:00,2019-01-14 15:51:00,14,18.93,898,,15
2854,Cap Rezz -20,19,2019-01-14 15:51:00,2019-01-14 15:51:00,10,15.8,898,,23.5
2855,Cap Rezz -20,19,2019-01-14 16:04:26,2019-01-14 16:04:26,8,15.8,899,,23.5
2856,Tab  NoSPA  40mg,61,2019-01-14 16:04:26,2019-01-14 16:04:26,16,7.2,899,,15
2857,Tab   Ezilax,80,2019-01-14 16:04:26,2019-01-14 16:04:26,16,21.39,899,,15
2858,Tab Acetra 37.5mg/325mg,41,2019-01-14 16:04:26,2019-01-14 16:04:26,16,10,899,,23.5
2859,Cap Rezz -20,19,2019-01-14 16:09:06,2019-01-14 16:09:06,10,15.8,900,,23.5
2860,Tab  Lasoride,63,2019-01-14 16:09:06,2019-01-14 16:09:06,10,3.81,900,,15
2861,Cap Waraxim 400mg,36,2019-01-14 16:09:06,2019-01-14 16:09:06,5,65,900,,17.55
2862,Tab Co-Valtec  160/12.5mg,28,2019-01-14 16:09:07,2019-01-14 16:09:07,14,16,900,,15
2863,Tab  Modrin,68,2019-01-14 16:12:08,2019-01-14 16:12:08,6,1.79,901,,15
2864,Cap Colonil MR 200mg,14,2019-01-14 16:12:08,2019-01-14 16:12:08,10,24.1,901,,23.5
2865,Tab  Pepzym,76,2019-01-14 16:12:08,2019-01-14 16:12:08,10,8.83,901,,15
2866,Tab  Paraxyl  12.5mg,69,2019-01-14 16:12:09,2019-01-14 16:12:09,5,23.33,901,,15
2867,Syp LacNovex 120ml,10,2019-01-14 16:12:09,2019-01-14 16:12:09,1,148,901,,23.5
2868,Tab  Febustat  40mg,152,2019-01-14 16:12:09,2019-01-14 16:12:09,5,18,901,,15
2869,Cap LapraZole -30mg,6,2019-01-14 16:14:24,2019-01-14 16:14:24,15,14.71,902,,23.5
2870,Tab  Itofix SR 150mg,15,2019-01-14 16:14:24,2019-01-14 16:14:24,15,32.5,902,,23.5
2871,Cap Colonil MR 200mg,14,2019-01-14 16:14:24,2019-01-14 16:14:24,30,24.1,902,,23.5
2872,Tab  Paromax  20mg,49,2019-01-14 16:14:24,2019-01-14 16:14:24,14,21.5,902,,15
